emp_no,salary,from_date
21560,88359,1994-11-17
21560,91960,1995-11-17
21560,96117,1996-11-16
21560,98253,1997-11-16
21560,99520,1998-11-16
21560,99159,1999-11-16
21561,84014,1999-05-29
21561,85449,2000-05-28
21561,89712,2001-05-28
21561,91795,2002-05-28
21563,80865,1995-02-08
21563,81540,1996-02-08
21563,82177,1997-02-07
21563,85207,1998-02-07
21563,89299,1999-02-07
21563,90945,2000-02-07
21563,94865,2001-02-06
21563,96497,2002-02-06
21571,81009,1996-09-14
21571,84450,1997-09-14
21571,85923,1998-09-14
21571,87286,1999-09-14
21571,90980,2000-09-13
21571,92859,2001-09-13
21575,81280,1996-01-01
21575,83502,1996-12-31
21575,84002,1997-12-31
21575,86734,1998-12-31
21575,89340,1999-12-31
21575,89281,2000-12-30
21575,89412,2001-12-30
21576,81009,1992-04-30
21576,83522,1993-04-30
21576,84863,1994-04-30
21576,85611,1995-04-30
21576,88954,1996-04-29
21576,92363,1997-04-29
21576,94556,1998-04-29
21576,95940,1999-04-29
21576,99922,2000-04-28
21576,100830,2001-04-28
21576,103775,2002-04-28
21578,80158,1985-10-22
21578,81892,1986-10-22
21578,82500,1987-10-22
21578,86343,1988-10-21
21578,86358,1989-10-21
21578,87582,1990-10-21
21578,89427,1991-10-21
21578,90187,1992-10-20
21578,91120,1993-10-20
21578,93553,1994-10-20
21578,94658,1995-10-20
21578,94954,1996-10-19
21578,95407,1997-10-19
21578,99648,1998-10-19
21578,103513,1999-10-19
21578,104106,2000-10-18
21578,104041,2001-10-18
21584,83905,2001-02-16
21584,85539,2002-02-16
21585,80352,1995-09-05
21585,80683,1996-09-04
21585,83759,1997-09-04
21585,86866,1998-09-04
21585,90255,1999-09-04
21585,91998,2000-09-03
21585,92168,2001-09-03
21587,109787,1990-03-02
21587,114087,1991-03-02
21587,118281,1992-03-01
21587,122232,1993-03-01
21587,124206,1994-03-01
21587,123927,1995-03-01
21587,125467,1996-02-29
21587,128491,1997-02-28
21587,132154,1998-02-28
21587,135837,1999-02-28
21587,139753,2000-02-28
21587,139311,2001-02-27
21587,138841,2002-02-27
21595,80606,1998-08-26
21595,81377,1999-08-26
21595,84069,2000-08-25
21595,84346,2001-08-25
21598,80368,2002-07-28
21606,85359,1987-02-18
21606,86533,1988-02-18
21606,88833,1989-02-17
21606,89735,1990-02-17
21606,92015,1991-02-17
21606,94742,1992-02-17
21606,95670,1993-02-16
21606,99466,1994-02-16
21606,99023,1995-02-16
21606,101629,1996-02-16
21606,101677,1997-02-15
21606,102850,1998-02-15
21606,106486,1999-02-15
21606,108031,2000-02-15
21606,111148,2001-02-14
21606,112519,2002-02-14
21609,80510,1986-06-19
21609,81971,1987-06-19
21609,86083,1988-06-18
21609,88924,1989-06-18
21609,92974,1990-06-18
21609,93105,1991-06-18
21609,95979,1992-06-17
21609,100050,1993-06-17
21609,101847,1994-06-17
21609,101400,1995-06-17
21609,101982,1996-06-16
21609,102164,1997-06-16
21609,105111,1998-06-16
21609,105159,1999-06-16
21609,105516,2000-06-15
21609,105492,2001-06-15
21609,107198,2002-06-15
21610,81589,1985-07-03
21612,82560,1988-12-25
21612,85976,1989-12-25
21612,85790,1990-12-25
21612,86348,1991-12-25
21612,86713,1992-12-24
21612,90837,1993-12-24
21612,94706,1994-12-24
21612,98094,1995-12-24
21612,102005,1996-12-23
21612,105066,1997-12-23
21612,108082,1998-12-23
21612,110717,1999-12-23
21612,110686,2000-12-22
21612,111649,2001-12-22
21615,83071,1989-10-28
21615,84909,1990-10-28
21615,84450,1991-10-27
21615,86239,1992-10-26
21615,86275,1993-10-27
21615,85927,1994-10-27
21615,86373,1995-10-27
21615,87731,1996-10-26
21615,88285,1997-10-26
21615,89739,1998-10-25
21615,89616,1999-10-26
21615,91760,2000-10-25
21615,93235,2001-10-25
21624,90794,1986-04-14
21624,90783,1987-04-14
21624,90729,1988-04-13
21624,92461,1989-04-13
21624,96290,1990-04-13
21624,96798,1991-04-13
21624,97292,1992-04-12
21624,101755,1993-04-12
21624,103204,1994-04-12
21624,107425,1995-04-12
21624,109956,1996-04-11
21624,111310,1997-04-11
21624,114655,1998-04-11
21624,116877,1999-04-11
21624,120609,2000-04-10
21624,123128,2001-04-10
21624,127000,2002-04-10
21627,81782,1997-06-04
21627,85355,1998-06-04
21627,86371,1999-06-04
21627,90759,2000-06-03
21627,92474,2001-06-03
21627,93409,2002-06-03
21629,82913,1998-09-21
21629,82782,1999-09-21
21629,86848,2000-09-20
21629,87750,2001-09-20
21632,83461,2001-04-13
21632,87585,2002-04-13
21634,82335,2000-05-25
21634,84014,2001-05-25
21634,84836,2002-05-25
21635,83157,2001-10-09
21638,80152,1999-06-27
21638,80634,2000-06-26
21638,83565,2001-06-26
21638,86499,2002-06-26
21642,82377,2002-05-17
21647,82753,1996-12-05
21647,86999,1997-12-05
21647,90128,1998-12-05
21647,94465,1999-12-05
21647,94752,2000-12-04
21647,95267,2001-12-04
21653,80595,2001-12-23
21654,83763,2002-07-21
21659,82336,1997-10-08
21659,85206,1998-10-08
21659,87314,1999-10-08
21659,91690,2000-10-07
21659,93703,2001-10-07
21661,80278,1999-08-27
21661,82603,2000-08-26
21661,86987,2001-08-26
21671,81281,1996-11-06
21671,83113,1997-11-06
21671,86784,1998-11-06
21671,89908,1999-11-06
21671,90565,2000-11-05
21671,92772,2001-11-05
21673,80712,1997-01-18
21673,82198,1998-01-18
21673,85536,1999-01-18
21673,88770,2000-01-18
21673,90466,2001-01-17
21673,92858,2002-01-17
21676,81205,2001-08-19
21681,81141,1995-07-01
21681,84642,1996-06-30
21681,88105,1997-06-30
21681,89573,1998-06-30
21681,91452,1999-06-30
21681,95162,2000-06-29
21681,96302,2001-06-29
21681,97466,2002-06-29
21682,80482,1993-11-18
21682,80780,1994-11-18
21682,85197,1995-11-18
21682,87226,1996-11-17
21682,88838,1997-11-17
21682,91341,1998-11-17
21682,91180,1999-11-17
21682,91231,2000-11-16
21682,94010,2001-11-16
21692,81194,1998-05-13
21692,80862,1999-05-13
21692,83242,2000-05-12
21692,85313,2001-05-12
21692,86160,2002-05-12
21693,87515,1988-12-30
21693,90237,1989-12-30
21693,91166,1990-12-30
21693,95195,1991-12-30
21693,99226,1992-12-29
21693,103516,1993-12-29
21693,105095,1994-12-29
21693,107713,1995-12-29
21693,110591,1996-12-28
21693,114123,1997-12-28
21693,116520,1998-12-28
21693,117447,1999-12-28
21693,118902,2000-12-27
21693,119185,2001-12-27
21697,82806,1988-12-19
21697,82585,1989-12-19
21697,82524,1990-12-19
21697,85791,1991-12-19
21697,89095,1992-12-18
21697,92475,1993-12-18
21697,94491,1994-12-18
21697,96471,1995-12-18
21697,97378,1996-12-17
21697,97662,1997-12-17
21697,100130,1998-12-17
21697,99898,1999-12-17
21697,102155,2000-12-16
21697,101673,2001-12-16
21711,82099,2001-09-14
21712,82840,1995-07-09
21712,82864,1996-07-08
21716,81259,1996-12-13
21716,83466,1997-12-13
21716,84616,1998-12-13
21716,86174,1999-12-13
21716,86274,2000-12-12
21716,86872,2001-12-12
21723,81028,1999-09-09
21723,82240,2000-09-08
21723,85753,2001-09-08
21724,80832,1997-07-11
21724,80821,1998-07-11
21724,84128,1999-07-11
21724,87881,2000-07-10
21724,90456,2001-07-10
21724,94837,2002-07-10
21731,91522,1989-06-02
21731,94285,1990-06-02
21731,97670,1991-06-02
21731,100035,1992-06-01
21731,103394,1993-06-01
21731,103103,1994-06-01
21731,103570,1995-06-01
21731,105387,1996-05-31
21731,108931,1997-05-31
21731,110106,1998-05-31
21731,114568,1999-05-31
21731,119038,2000-05-30
21731,123339,2001-05-30
21731,124026,2002-05-30
21747,83993,2001-08-23
21758,81328,1986-10-19
21758,81047,1987-10-19
21758,83693,1988-10-18
21758,85154,1989-10-18
21758,87829,1990-10-18
21758,91024,1991-10-18
21758,92808,1992-10-17
21758,95885,1993-10-17
21758,98448,1994-10-17
21758,102311,1995-10-17
21758,102203,1996-10-16
21758,102962,1997-10-16
21758,106781,1998-10-16
21758,110263,1999-10-16
21758,113329,2000-10-15
21758,117329,2001-10-15
21760,83266,1991-09-07
21760,86486,1992-09-06
21760,86797,1993-09-06
21760,86452,1994-09-06
21760,90525,1995-09-06
21760,94699,1996-09-05
21760,95640,1997-09-05
21760,98689,1998-09-05
21760,102693,1999-09-05
21760,104886,2000-09-04
21760,109181,2001-09-04
21762,93029,1991-06-16
21763,81184,1997-07-31
21763,85553,1998-07-31
21763,87927,1999-07-31
21763,91670,2000-07-30
21763,94513,2001-07-30
21763,94860,2002-07-30
21776,81368,1997-12-18
21776,82031,1998-12-18
21776,83502,1999-12-18
21776,84507,2000-12-17
21783,82578,1993-07-10
21783,84147,1994-07-10
21783,84825,1995-07-10
21783,86745,1996-07-09
21783,86881,1997-07-09
21783,90077,1998-07-09
21783,94356,1999-07-09
21783,97313,2000-07-08
21783,100214,2001-07-08
21783,104617,2002-07-08
21786,81346,2002-07-24
21787,82258,1991-04-27
21787,83651,1992-04-26
21787,84568,1993-04-26
21787,88631,1994-04-26
21787,92207,1995-04-26
21787,93628,1996-04-25
21787,95668,1997-04-25
21787,95475,1998-04-25
21787,99127,1999-04-25
21787,99098,2000-04-24
21787,102457,2001-04-24
21787,103243,2002-04-24
21789,80126,1995-11-20
21789,81723,1996-11-19
21789,84041,1997-11-19
21789,86565,1998-11-19
21789,90273,1999-11-19
21789,91575,2000-11-18
21789,91865,2001-11-18
21795,81264,1998-06-17
21795,81008,1999-06-17
21795,83222,2000-06-16
21795,83555,2001-06-16
21795,85371,2002-06-16
21804,84005,2001-02-02
21804,85195,2002-02-02
21807,81034,2001-07-07
21807,83315,2002-07-07
21810,81925,2000-09-21
21810,86167,2001-09-21
21817,81907,1990-01-14
21817,83307,1991-01-14
21817,86781,1992-01-14
21817,89430,1993-01-13
21817,91379,1994-01-13
21817,93569,1995-01-13
21817,96733,1996-01-13
21817,96823,1997-01-12
21817,100269,1998-01-12
21817,100478,1999-01-12
21817,102065,2000-01-12
21817,103682,2001-01-11
21817,103914,2002-01-11
21818,82310,1991-07-20
21818,84335,1992-07-19
21818,88813,1993-07-19
21818,90378,1994-07-19
21818,93045,1995-07-19
21818,94480,1996-07-18
21818,94078,1997-07-18
21818,95798,1998-07-18
21818,96700,1999-07-18
21818,98404,2000-07-17
21818,99287,2001-07-17
21818,101007,2002-07-17
21820,81547,1996-06-11
21820,82718,1997-06-11
21820,86314,1998-06-11
21820,86735,1999-06-11
21820,86800,2000-06-10
21820,90707,2001-06-10
21820,91638,2002-06-10
21827,81478,1989-07-28
21827,81512,1990-07-28
21827,85600,1991-07-28
21827,88201,1992-07-27
21827,90675,1993-07-27
21827,91538,1994-07-27
21827,93850,1995-07-27
21827,97319,1996-07-26
21827,101219,1997-07-26
21827,103333,1998-07-26
21827,104425,1999-07-26
21827,107210,2000-07-25
21827,106899,2001-07-25
21827,110033,2002-07-25
21831,87705,1988-10-01
21831,89832,1989-10-01
21831,89714,1990-10-01
21831,90812,1991-10-01
21831,91560,1992-09-30
21831,94038,1993-09-30
21831,95533,1994-09-30
21831,97160,1995-09-30
21831,97043,1996-09-29
21831,96588,1997-09-29
21831,98714,1998-09-29
21831,103091,1999-09-29
21831,107347,2000-09-28
21831,108797,2001-09-28
21832,80105,1993-06-30
21832,83206,1995-06-30
21832,84408,1996-06-29
21832,87274,1997-06-29
21832,87268,1998-06-29
21832,91152,1999-06-29
21832,92703,2000-06-28
21832,92235,2001-06-28
21832,92859,2002-06-28
21834,101982,1998-10-28
21834,105604,1999-10-28
21834,109360,2000-10-27
21834,111446,2001-10-27
21838,80268,2002-03-27
21843,80891,1997-11-26
21843,80589,1998-11-26
21843,81250,1999-11-26
21843,84596,2000-11-25
21843,86725,2001-11-25
21851,81008,1993-05-07
21851,80788,1994-05-07
21851,83173,1995-05-07
21851,86702,1996-05-06
21851,86582,1997-05-06
21851,88165,1998-05-06
21851,90541,1999-05-06
21851,92081,2000-05-05
21851,92478,2001-05-05
21851,94732,2002-05-05
21855,81179,1996-01-23
21858,80676,1998-02-06
21858,83127,1999-02-06
21858,84767,2000-02-06
21858,86990,2001-02-05
21858,86525,2002-02-05
21859,81168,1990-11-06
21859,84313,1991-11-06
21859,88574,1992-11-05
21859,89049,1993-11-05
21859,89027,1994-11-05
21859,91138,1995-11-05
21859,91515,1996-11-04
21859,95274,1997-11-04
21859,96888,1998-11-04
21859,100435,1999-11-04
21859,103952,2000-11-03
21859,106987,2001-11-03
21860,82406,1999-07-24
21860,85075,2000-07-23
21860,88072,2001-07-23
21860,88204,2002-07-23
21863,87045,1996-12-10
21863,91039,1997-12-10
21863,91036,1998-12-10
21863,95015,1999-12-10
21863,99470,2000-12-09
21863,101146,2001-12-09
21865,80651,1994-07-01
21865,82547,1995-07-01
21865,86429,1996-06-30
21865,90475,1997-06-30
21865,92544,1998-06-30
21865,92847,1999-06-30
21865,97302,2000-06-29
21865,97111,2001-06-29
21865,97528,2002-06-29
21869,82166,1996-07-17
21869,83760,1997-07-17
21869,85574,1998-07-17
21869,86851,1999-07-17
21869,87378,2000-07-16
21869,90371,2001-07-16
21869,94837,2002-07-16
21873,81672,1999-02-24
21873,81804,2000-02-24
21873,85873,2001-02-23
21873,87891,2002-02-23
21875,80312,1995-02-18
21875,80849,1997-02-17
21875,80476,1998-02-17
21875,84086,1999-02-17
21875,83818,2000-02-17
21875,84965,2001-02-16
21875,87734,2002-02-16
21877,81726,2001-08-21
21878,80431,1995-03-18
21878,80068,1996-03-17
21878,81249,1997-03-17
21878,81461,1998-03-17
21878,85598,1999-03-17
21878,85237,2000-03-16
21878,84851,2001-03-16
21878,84845,2002-03-16
21879,80551,1992-12-27
21879,83927,1993-12-27
21879,83708,1994-12-27
21880,95664,1998-03-21
21880,95740,1999-03-21
21880,97737,2000-03-20
21880,97344,2001-03-20
21880,99953,2002-03-20
21881,80331,1998-10-12
21881,82154,1999-10-12
21881,84826,2000-10-11
21881,88826,2001-10-11
21883,82441,1989-10-11
21883,85979,1990-10-11
21883,89666,1991-10-11
21883,92923,1992-10-10
21888,80452,1994-10-06
21888,84032,1995-10-06
21888,84686,1996-10-05
21888,86284,1997-10-05
21888,90338,1998-10-05
21888,90828,1999-10-05
21888,93164,2000-10-04
21888,95723,2001-10-04
21894,81208,1995-06-01
21894,80729,1996-05-31
21894,82349,1997-05-31
21894,84461,1998-05-31
21894,87134,1999-05-31
21894,88134,2000-05-30
21894,89046,2001-05-30
21894,91580,2002-05-30
21897,85262,1990-05-01
21897,89280,1991-05-01
21897,91123,1992-04-30
21897,95300,1993-04-30
21897,99785,1994-04-30
21897,100024,1995-04-30
21897,103577,1996-04-29
21897,108077,1997-04-29
21897,112153,1998-04-29
21897,113768,1999-04-29
21897,115897,2000-04-28
21897,115732,2001-04-28
21897,115888,2002-04-28
21898,80542,1998-10-04
21898,83432,1999-10-04
21898,84350,2000-10-03
21898,87655,2001-10-03
21899,82703,1996-04-16
21899,84939,1997-04-16
21899,85053,1998-04-16
21899,84869,1999-04-16
21899,86378,2000-04-15
21899,86463,2001-04-15
21899,88890,2002-04-15
21908,82160,1999-03-18
21908,82740,2000-03-17
21908,83652,2001-03-17
21908,84698,2002-03-17
21909,82207,2000-12-25
21909,81780,2001-12-25
21910,83115,1997-02-24
21910,85348,1998-02-24
21910,88759,1999-02-24
21910,89287,2000-02-24
21910,92389,2001-02-23
21910,92551,2002-02-23
21912,80421,1998-07-15
21912,83957,1999-07-15
21912,85179,2000-07-14
21912,85467,2001-07-14
21912,86347,2002-07-14
21926,80367,2000-12-29
21926,82608,2001-12-29
21930,83478,1991-05-16
21930,87116,1992-05-15
21930,91130,1993-05-15
21930,91017,1994-05-15
21930,93354,1995-05-15
21930,95086,1996-05-14
21930,99404,1997-05-14
21930,99109,1998-05-14
21930,101646,1999-05-14
21930,101407,2000-05-13
21930,105720,2001-05-13
21930,108535,2002-05-13
21931,80834,2001-04-14
21931,80700,2002-04-14
21934,81168,2000-09-07
21934,80699,2001-09-07
21935,81968,1995-01-20
21935,82194,1996-01-20
21935,84977,1997-01-19
21935,87996,1998-01-19
21935,91658,1999-01-19
21935,94368,2000-01-19
21935,95537,2001-01-18
21935,95329,2002-01-18
21936,80158,1993-02-11
21936,84164,1994-02-11
21936,87707,1995-02-11
21936,90461,1996-02-11
21936,94104,1997-02-10
21936,97408,1998-02-10
21936,99390,1999-02-10
21936,101061,2000-02-10
21936,103770,2001-02-09
21936,105640,2002-02-09
21937,80008,1989-02-28
21937,80278,1990-02-28
21937,83565,1991-02-28
21937,84915,1992-02-28
21937,87363,1993-02-27
21937,89215,1994-02-27
21937,93689,1995-02-27
21937,96203,1996-02-27
21937,98126,1997-02-26
21937,100879,1998-02-26
21937,103792,1999-02-26
21937,106755,2000-02-26
21937,107831,2001-02-25
21937,109331,2002-02-25
21949,80640,2002-05-30
21951,83450,2000-01-15
21951,84453,2001-01-14
21951,85983,2002-01-14
21953,88127,1986-03-03
21953,87888,1987-03-03
21953,90920,1988-03-02
21953,94248,1989-03-02
21953,95326,1990-03-02
21957,81854,1996-04-21
21957,85115,1997-04-21
21957,85537,1998-04-21
21957,88914,1999-04-21
21957,89497,2000-04-20
21957,91405,2001-04-20
21957,93571,2002-04-20
21958,81080,1997-06-29
21958,82430,1998-06-29
21958,82738,1999-06-29
21958,83704,2000-06-28
21958,85912,2001-06-28
21958,86256,2002-06-28
21960,81746,1996-07-14
21960,86202,1997-07-14
21960,90301,1998-07-14
21960,93415,1999-07-14
21960,93564,2000-07-13
21960,95609,2001-07-13
21962,82585,1987-04-17
21962,82108,1988-04-16
21962,84677,1989-04-16
21962,86468,1990-04-16
21962,88379,1991-04-16
21962,90352,1992-04-15
21962,90066,1993-04-15
21962,92392,1994-04-15
21962,93549,1995-04-15
21962,95460,1996-04-14
21962,99727,1997-04-14
21962,100569,1998-04-14
21962,104737,1999-04-14
21962,106064,2000-04-13
21962,108383,2001-04-13
21962,112800,2002-04-13
21963,97571,1986-02-21
21963,98206,1987-02-21
21963,102108,1988-02-21
21963,103441,1989-02-20
21963,105959,1990-02-20
21963,108317,1991-02-20
21963,109056,1992-02-20
21963,110696,1993-02-19
21963,110689,1994-02-19
21963,111155,1995-02-19
21963,112910,1996-02-19
21963,113831,1997-02-18
21963,114427,1998-02-18
21963,118632,1999-02-18
21963,119530,2000-02-18
21963,121670,2001-02-17
21963,123113,2002-02-17
21964,83268,1997-07-05
21964,83030,1998-07-05
21964,83980,1999-07-05
21968,81490,1989-02-07
21968,81276,1990-02-07
21968,82663,1991-02-07
21968,86843,1992-02-07
21968,90315,1993-02-06
21968,90277,1994-02-06
21968,92458,1995-02-06
21968,92005,1996-02-06
21968,95176,1997-02-05
21968,95345,1998-02-05
21968,99799,1999-02-05
21968,99692,2000-02-05
21968,100401,2001-02-04
21968,101873,2002-02-04
21969,81970,1998-10-24
21969,83662,1999-10-24
21969,87447,2000-10-23
21969,90533,2001-10-23
21970,87308,1995-05-18
21970,89590,1996-05-17
21970,90481,1997-05-17
21970,94127,1998-05-17
21970,93780,1999-05-17
21970,95661,2000-05-16
21970,97592,2001-05-16
21970,100426,2002-05-16
21975,82127,2001-06-05
21975,84441,2002-06-05
21979,81894,1994-07-17
21979,84021,1995-07-17
21979,84492,1996-07-16
21981,82026,1996-03-22
21981,83315,1997-03-22
21981,84986,1998-03-22
21981,85217,1999-03-22
21981,88123,2000-03-21
21981,89956,2001-03-21
21981,89887,2002-03-21
21983,80074,1997-02-06
21983,80360,1998-02-06
21983,84591,1999-02-06
21983,85256,2000-02-06
21983,85172,2001-02-05
21983,86957,2002-02-05
21992,82943,1999-12-19
21992,83880,2000-12-18
21992,84593,2001-12-18
21994,83101,2000-11-05
21994,84483,2001-11-05
22000,84246,1993-08-06
22000,85838,1994-08-06
22000,85905,1995-08-06
22000,89536,1996-08-05
22000,89166,1997-08-05
22000,90011,1998-08-05
22000,91645,1999-08-05
22000,93357,2000-08-04
22000,94529,2001-08-04
22002,83136,1987-02-12
22002,82919,1988-02-12
22002,84080,1989-02-11
22002,86441,1990-02-11
22002,90352,1991-02-11
22002,91549,1992-02-11
22002,95398,1993-02-10
22002,96241,1994-02-10
22002,100252,1995-02-10
22002,104266,1996-02-10
22002,104623,1997-02-09
22002,104837,1998-02-09
22002,105017,1999-02-09
22002,106684,2000-02-09
22002,106613,2001-02-08
22002,107519,2002-02-08
22003,81644,1997-12-27
22003,82694,1998-12-27
22003,85541,1999-12-27
22003,88561,2000-12-26
22003,88894,2001-12-26
22017,81854,1994-11-20
22017,83531,1995-11-20
22017,84068,1996-11-19
22017,84075,1997-11-19
22017,84292,1998-11-19
22017,87537,1999-11-19
22017,88656,2000-11-18
22017,91575,2001-11-18
22025,80302,2001-05-22
22025,81202,2002-05-22
22027,81249,1996-07-30
22027,82927,1997-07-30
22028,81898,1995-12-31
22028,84741,1996-12-30
22028,88027,1997-12-30
22028,90801,1998-12-30
22028,95246,1999-12-30
22028,99448,2000-12-29
22028,103556,2001-12-29
22029,81168,1993-11-29
22029,81843,1994-11-29
22029,85326,1995-11-29
22029,89233,1996-11-28
22029,93563,1997-11-28
22029,93148,1998-11-28
22029,94082,1999-11-28
22029,94834,2000-11-27
22029,97224,2001-11-27
22030,80078,2002-02-07
22038,80036,2001-03-02
22038,81396,2002-03-02
22050,81947,1999-11-25
22050,83481,2000-11-24
22050,87612,2001-11-24
22051,80669,1988-02-18
22051,83680,1989-02-17
22051,87968,1990-02-17
22051,88779,1991-02-17
22051,92808,1992-02-17
22051,97229,1993-02-16
22051,98613,1994-02-16
22051,102477,1995-02-16
22051,104456,1996-02-16
22051,106320,1997-02-15
22051,107091,1998-02-15
22051,110313,1999-02-15
22051,113145,2000-02-15
22051,117428,2001-02-14
22051,117450,2002-02-14
22058,80934,2001-04-11
22058,80706,2002-04-11
22059,80329,1999-05-27
22059,83503,2000-05-26
22059,85793,2001-05-26
22059,88036,2002-05-26
22061,80717,1994-01-13
22061,85163,1995-01-13
22061,89444,1996-01-13
22061,89716,1997-01-12
22061,93338,1998-01-12
22061,96173,1999-01-12
22061,100168,2000-01-12
22061,102909,2001-01-11
22061,103632,2002-01-11
22065,80213,2000-01-09
22065,83267,2001-01-08
22065,86499,2002-01-08
22071,81753,1995-06-15
22071,82030,1996-06-14
22071,85278,1997-06-14
22071,86166,1998-06-14
22071,90208,1999-06-14
22071,93607,2000-06-13
22072,81447,2000-12-05
22072,80995,2001-12-05
22076,88573,1989-12-29
22076,92554,1990-12-29
22076,93065,1991-12-29
22076,96991,1992-12-28
22076,96841,1993-12-28
22076,100037,1994-12-28
22076,99798,1995-12-28
22076,102288,1996-12-27
22076,102981,1997-12-27
22076,103477,1998-12-27
22076,106935,1999-12-27
22076,110534,2000-12-26
22076,112449,2001-12-26
22077,80487,1992-06-16
22077,84053,1993-06-16
22077,84096,1994-06-16
22077,88438,1995-06-16
22077,90155,1996-06-15
22077,91561,1997-06-15
22077,91207,1998-06-15
22077,92541,1999-06-15
22077,95339,2000-06-14
22077,97424,2001-06-14
22077,101045,2002-06-14
22083,81963,1999-05-20
22083,84073,2000-05-19
22083,83610,2001-05-19
22083,85674,2002-05-19
22086,80395,1991-09-18
22086,82859,1992-09-17
22086,83671,1993-09-17
22086,88161,1994-09-17
22086,89994,1995-09-17
22086,89839,1996-09-16
22086,93626,1997-09-16
22086,94599,1998-09-16
22086,98324,1999-09-16
22086,98593,2000-09-15
22086,99106,2001-09-15
22093,80684,2000-07-27
22093,81079,2001-07-27
22093,83893,2002-07-27
22094,80496,2000-06-19
22094,80550,2001-06-19
22094,81223,2002-06-19
22095,80180,2001-04-02
22095,82511,2002-04-02
22096,96620,1992-06-13
22096,96807,1993-06-13
22096,96905,1994-06-13
22096,98314,1995-06-13
22096,99224,1996-06-12
22096,100934,1997-06-12
22096,104684,1998-06-12
22096,106480,1999-06-12
22096,110145,2000-06-11
22096,113269,2001-06-11
22096,115136,2002-06-11
22100,85569,1987-08-06
22100,89742,1988-08-05
22100,90533,1989-08-05
22100,91664,1990-08-05
22100,95474,1991-08-05
22100,98880,1992-08-04
22100,102025,1993-08-04
22100,104098,1994-08-04
22100,105766,1995-08-04
22100,109581,1996-08-03
22100,111994,1997-08-03
22100,115215,1998-08-03
22100,114899,1999-08-03
22100,118989,2000-08-02
22100,119282,2001-08-02
22102,82578,1997-09-21
22102,82908,1998-09-21
22102,82914,1999-09-21
22102,83321,2000-09-20
22102,85171,2001-09-20
22111,81884,2002-03-19
22115,81400,1991-04-18
22115,85556,1992-04-17
22115,85802,1993-04-17
22115,89819,1994-04-17
22115,89526,1995-04-17
22115,92522,1996-04-16
22115,93250,1997-04-16
22115,93858,1998-04-16
22115,95294,1999-04-16
22115,98954,2000-04-15
22115,99358,2001-04-15
22115,99188,2002-04-15
22117,84621,1992-01-25
22117,86677,1993-01-24
22117,86550,1994-01-24
22117,86923,1995-01-24
22117,90713,1996-01-24
22117,91637,1997-01-23
22117,96041,1998-01-23
22117,97873,1999-01-23
22117,102200,2000-01-23
22117,105422,2001-01-22
22117,105636,2002-01-22
22119,91106,1991-07-23
22119,94543,1992-07-22
22119,96398,1993-07-22
22119,100566,1994-07-22
22119,101539,1995-07-22
22119,104028,1996-07-21
22119,107035,1997-07-21
22127,89001,1989-01-06
22127,90056,1990-01-06
22127,94264,1991-01-06
22127,97658,1992-01-06
22127,97327,1993-01-05
22127,101643,1994-01-05
22127,105508,1995-01-05
22127,105600,1996-01-05
22127,105530,1997-01-04
22127,106188,1998-01-04
22127,108975,1999-01-04
22127,110835,2000-01-04
22127,113852,2001-01-03
22127,115516,2002-01-03
22131,82465,1997-07-27
22131,83941,1998-07-27
22131,87367,1999-07-27
22131,89815,2000-07-26
22131,93048,2001-07-26
22131,96849,2002-07-26
22134,81129,1996-09-20
22134,81535,1997-09-20
22134,82291,1998-09-20
22134,82892,1999-09-20
22134,83260,2000-09-19
22134,84508,2001-09-19
22136,83885,1994-11-23
22136,84979,1995-11-23
22136,84577,1996-11-22
22136,88783,1997-11-22
22136,89456,1998-11-22
22136,89738,1999-11-22
22136,90937,2000-11-21
22136,91186,2001-11-21
22140,81922,1996-01-12
22140,86417,1997-01-11
22140,87280,1998-01-11
22140,87605,1999-01-11
22140,91620,2000-01-11
22140,93575,2001-01-10
22140,94822,2002-01-10
22145,82068,1995-03-15
22145,84451,1996-03-14
22145,86512,1997-03-14
22145,87009,1998-03-14
22145,89478,1999-03-14
22145,90992,2000-03-13
22145,91173,2001-03-13
22145,91507,2002-03-13
22150,83164,1994-12-02
22150,83820,1995-12-02
22150,86493,1996-12-01
22150,90563,1997-12-01
22150,92096,1998-12-01
22150,95780,1999-12-01
22150,97208,2000-11-30
22150,97445,2001-11-30
22159,81541,2000-02-24
22159,84185,2001-02-23
22159,83958,2002-02-23
22161,82467,1986-11-17
22161,84440,1987-11-17
22161,84541,1988-11-16
22161,87220,1989-11-16
22161,87832,1990-11-16
22161,91984,1991-11-16
22161,96176,1992-11-15
22161,100340,1993-11-15
22161,103529,1994-11-15
22161,103585,1995-11-15
22161,105261,1996-11-14
22161,106919,1997-11-14
22161,108443,1998-11-14
22161,112856,1999-11-14
22161,115436,2000-11-13
22161,116882,2001-11-13
22172,80903,1993-07-26
22172,80562,1994-07-26
22172,84241,1995-07-26
22172,85990,1996-07-25
22172,86035,1997-07-25
22172,86622,1998-07-25
22172,86945,1999-07-25
22172,90852,2000-07-24
22172,91750,2001-07-24
22172,91751,2002-07-24
22179,82558,1993-08-19
22179,82892,1994-08-19
22179,84027,1995-08-19
22179,85462,1996-08-18
22179,85447,1997-08-18
22179,86072,1998-08-18
22179,87209,1999-08-18
22179,89623,2000-08-17
22179,89284,2001-08-17
22184,81814,1992-04-24
22184,84512,1993-04-24
